,baseline,rank5_1d,rank5_2d,gap3_1d,gap3_2d,gap5_1d,gap5_2d,gap10_1d,gap10_2d,rank8_gap5_1d,rank8_gap5_2d,top1_gap5_1d,top1_gap5_2d
2024-09-23,170363.31289548412,142081.9814649718,176212.99019448858,140297.28979001887,175030.8771514013,141904.6881364875,175030.8771514013,143280.4998607314,170083.558440284,163245.54511412812,170363.31289548412,173816.11372512745,170363.31289548412
2024-09-24,169946.11471433178,141734.78297864366,175781.7920743714,139954.2912853802,174602.4790190771,141557.48965015938,174602.4790190771,142930.5013866103,169667.76025302813,162846.54685363008,169946.11471433178,173390.5155805962,169946.11471433178
2024-09-25,171227.50709790722,141887.46810550883,177106.1842023621,140101.45160892038,175918.27119818475,141710.17477702454,175918.27119818475,143086.86971569213,170944.85266216204,164072.03956946565,171227.50709790722,174697.7078108208,171227.50709790722
2024-09-26,171555.31175870434,145214.6516545218,179380.86316035158,143428.60406204296,178190.67764997017,145037.3583260375,178190.67764997017,146414.11545648592,173207.03283602904,164385.5440269394,171555.31175870434,176967.8417564021,171555.31175870434
2024-09-27,171298.30375867136,151847.85898200906,183594.87475496324,150061.74919774936,182404.6581486914,151670.56565352477,182404.6581486914,153047.35387986357,177420.85785529824,164139.74778529714,171298.30375867136,181181.79115923293,171298.30375867136
2024-09-30,171317.6759504522,159960.79105137795,189024.4901555889,158174.56797944702,187834.16026164583,159783.49772289366,187834.16026164583,161160.3992369037,182849.79352989647,164158.32696337934,171317.6759504522,186611.17998451611,171317.6759504522
2024-10-08,171372.1851285344,168898.60590943764,195022.11188911495,167112.06407038344,193831.4632280486,168721.31258095335,193831.4632280486,170098.85162920994,188845.50266068283,164210.6047715985,171372.1851285344,192608.16418379563,171372.1851285344
2024-10-09,171377.50252579467,178788.8809212697,201632.42212286574,177002.30798632512,200441.74236590898,178611.58759278542,200441.74236590898,179989.18883282287,195455.62631909118,164215.7044976259,171377.50252579467,199218.41222576558,171377.50252579467
2024-10-10,171382.81992305495,166688.18302883074,192546.35858011496,164901.5789979957,191355.64772726776,166510.88970034645,191355.64772726776,167888.5531321647,186369.3762009979,164220.8042236533,171382.81992305495,190132.28649123394,171382.81992305495
2024-10-11,171388.13732031523,167346.74081115398,193421.9514560877,165560.07458853812,192231.2095073501,167169.4474826697,192231.2095073501,168547.14201037836,187244.7825016282,164225.9039496807,171388.13732031523,191007.81717542588,171388.13732031523
2024-10-14,171407.50951209606,180050.09714199434,204519.43490960158,178155.25786769396,203328.57967319275,179861.62521723282,203328.57967319275,181321.40591012433,198341.58622911468,164244.4831277629,171407.50951209606,202105.0740535973,171407.50951209606
2024-10-15,171412.82690935634,176190.29753638635,200495.95727342562,174336.0582579375,199305.07094112638,176006.02561119568,199305.07094112638,177435.00630723432,194317.92201759625,164249.5828537903,171412.82690935634,198081.53422564053,171412.82690935634
2024-10-16,171418.14430661662,178120.20555569063,203220.778333542,176245.66619288927,201966.65619103506,177933.83362177384,201966.65619103506,179378.21438180402,196709.90011122636,164254.68257981772,171418.14430661662,200676.52600553958,171418.14430661662
2024-10-17,171423.4617038769,179498.70424105058,204793.27683388913,177609.6648920775,203529.6547004421,179310.8323085643,203529.6547004421,180766.21305810407,198232.39865925722,164259.78230584512,171423.4617038769,202229.52452448336,171423.4617038769
2024-10-18,171428.7791011372,193007.99464417825,220203.76588642324,190976.8553961516,218847.04381911352,192805.4227221347,218847.04381911352,194368.60339509443,213152.88805988245,164264.88203187252,171428.7791011372,217448.913712773,171428.7791011372
2024-10-21,171448.15129291802,197970.59648467432,225864.76798593724,195887.25721728808,224473.84590594366,197762.62456062806,224473.84590594366,199365.40524827436,218633.89009263925,164283.46120995472,171448.15129291802,223039.7157862517,171448.15129291802
2024-10-22,171453.4686901783,190250.99727345834,217058.76888572896,188248.85799777514,215721.04680029943,190051.42534855378,215721.04680029943,191592.60604249433,210107.89096382074,164288.56093598212,171453.4686901783,214342.91667488543,171453.4686901783
2024-10-23,171458.78608743858,187218.30345226655,213599.27593409742,185248.06411159044,212282.45380608633,187022.0315206386,212282.45380608633,188539.0122638841,206758.39778807573,164293.66066200953,171458.78608743858,210926.32363584964,171458.78608743858
2024-10-24,171464.10348469886,185012.6989824904,211083.27083527768,183065.65968883043,209781.64873807027,184818.82705572617,209781.64873807027,186318.20776330426,204322.39285138063,164298.76038803693,171464.10348469886,208441.5186002585,171464.10348469886
2024-10-25,171469.42088195914,186391.19766785036,212655.76933562482,184429.65838801867,211344.64724747732,186195.82574251664,211344.64724747732,187706.2064396043,205844.89139941148,164303.86011406433,171469.42088195914,209994.5171192023,171469.42088195914
2024-10-28,171488.79307373997,190250.99727345834,217058.76888572896,188248.85799777514,215721.04680029943,190051.42534855378,215721.04680029943,191592.60604249433,210107.89096382074,164322.43929214653,171488.79307373997,214342.91667488543,171488.79307373997
2024-10-29,171494.11047100025,189148.19503857027,215800.7663363191,187157.65578639513,214470.6442662914,188949.82311609757,214470.6442662914,190482.2037922044,208889.8884954732,164327.53901817393,171494.11047100025,213100.51415708987,171494.11047100025
2024-10-30,171499.42786826054,193283.69109465013,220518.2618373605,191249.65188395983,219159.63979451254,193080.81917646897,219159.63979451254,194646.19982110456,213457.38413956575,164332.63874420134,171499.42786826054,217759.50971392123,171499.42786826054
2024-10-31,171504.74526552082,199900.5045039786,228066.2771338197,197796.86515223986,226662.0549985607,199690.4325712062,226662.0549985607,201308.61332284406,220765.39894965105,164337.73847022874,171504.74526552082,225213.9248206946,171504.74526552082
2024-11-01,171510.0626627811,185288.39543296228,211397.76678621495,183338.45617663866,210094.2447134693,185094.22351006043,210094.2447134693,186595.8041893144,204626.88893106394,164342.83819625614,171510.0626627811,208752.11460140673,171510.0626627811
2024-11-04,171529.43485456193,192732.29819370637,219889.26993548597,190704.05890834337,218534.4478437145,192530.02626780045,218534.4478437145,194091.0069690843,212848.39198019914,164361.41737433834,171529.43485456193,217138.31771162478,171529.43485456193
2024-11-05,171534.7522518222,212031.2962217463,241904.26768600667,209800.05695712572,240416.44560782507,211808.02429798615,240416.44560782507,213523.00498353437,234163.38980224542,164366.51710036575,171534.7522518222,238880.31549004046,171534.7522518222
2024-11-06,171540.0696490825,209549.99530149827,239073.76663624967,207344.85604655748,237603.04456441,209329.42337873948,237603.04456441,211024.6040569444,231422.88878586702,164371.61682639315,171540.0696490825,236084.9144533011,171540.0696490825
2024-11-07,171545.38704634277,226367.69240929018,258258.26333701337,223985.6531847716,256671.6412851055,226128.8204896785,256671.6412851055,227958.2011448045,249997.3855915349,164376.71655242055,171545.38704634277,255031.51119497744,171545.38704634277
2024-11-08,171550.70444360306,220578.00121737848,251653.77338468755,218256.86190021044,250107.0512720783,220345.42928818238,250107.0512720783,222128.61001359418,243602.89531972818,164381.81627844795,171550.70444360306,248508.92111805407,171550.70444360306
2024-11-11,171570.07663538388,226919.1017432345,258887.2739845487,224531.26242053515,257296.85186831548,226679.6298134662,257296.85186831548,228513.41054307416,250606.39590051584,164400.39545653015,171570.07663538388,255652.72171047656,171570.07663538388
2024-11-12,171575.39403264417,226643.40529276262,258572.77803361142,224258.46593272692,256984.25589291647,226404.23335913193,256984.25589291647,228235.81411706403,250301.89982083254,164405.49518255756,171575.39403264417,255342.12570932833,171575.39403264417
2024-11-13,171580.71142990445,224713.49727345834,256371.26888572896,222348.85799777514,254796.04680029943,224476.42534855378,254796.04680029943,226292.60604249433,248170.39096382074,164410.59490858496,171580.71142990445,253167.91667488543,171580.71142990445
2024-11-14,171586.02882716473,218923.80608154665,249766.77893340314,216620.06671321398,248231.45678727224,218693.03414705765,248231.45678727224,220463.014911284,241775.90069201402,164415.69463461236,171586.02882716473,246645.32659796206,171586.02882716473
2024-11-15,171591.346224425,207895.80016566644,237186.77218496526,205708.06085956102,235727.45007960394,207677.02823761475,235727.45007960394,209359.00895463422,229595.89415815286,164420.79436063976,171591.346224425,234221.3199332091,171591.346224425
2024-11-18,171610.71841620584,197419.20358373056,225235.7760840627,195341.66424167162,223848.65395514562,197211.83165195954,223848.65395514562,198810.2123962541,218024.89793327264,164439.37353872196,171610.71841620584,222418.52378395526,171610.71841620584
2024-11-19,171616.03581346612,206517.3014803065,235614.27368461812,204344.0621603728,234164.4515701969,206300.02955082429,234164.4515701969,207971.01027833417,228073.395610122,164444.47326474937,171616.03581346612,232668.32141426532,171616.03581346612
2024-11-20,171621.3532107264,208447.1930666102,237815.7640868398,206253.65383517748,236352.64203040197,208227.82114628327,236352.64203040197,209914.20180665448,230204.88631751947,164449.57299077677,171621.3532107264,234842.51193550555,171621.3532107264
2024-11-21,171626.67060798669,211755.59977127443,241589.7717350694,209527.2604693175,240103.84963242605,211532.6278436519,240103.84963242605,213245.40855752424,233858.89372256212,164454.67271680417,171626.67060798669,238569.71948889224,171626.67060798669
2024-11-22,171631.98800524697,203208.89477564226,231840.26603638852,201070.45552623278,230413.2439681728,202995.22285345566,230413.2439681728,204639.80352746442,224419.38820507936,164459.77244283157,171631.98800524697,228941.11386087863,171631.98800524697
2024-11-25,171651.3601970278,201279.00318933855,229638.77563416684,199160.8638514281,228225.05350796774,201067.43125799668,228225.05350796774,202696.6119991441,222287.8974976819,164478.35162091377,171651.3601970278,226766.9233396384,171651.3601970278
2024-11-26,171656.67759428808,198797.7022690905,226808.27458440984,196705.66294085985,225411.65246455267,198588.83033875,225411.65246455267,200198.21107255414,219547.3964813035,164483.45134694118,171656.67759428808,223971.52230289904,171656.67759428808
2024-11-27,171661.99499154836,208171.49661613832,237501.26813590253,205980.85734736925,236040.04605500295,207952.424691949,236040.04605500295,209636.60538064435,229900.39023783617,164488.55107296858,171661.99499154836,234531.91593435733,171661.99499154836
2024-11-28,171667.31238880864,206792.99793077837,235928.7696355554,204616.85864818102,234477.0475455959,206575.42600515854,234477.0475455959,208248.6067043443,228377.8916898053,164493.65079899598,171667.31238880864,232978.91741541354,171667.31238880864
2024-11-29,171672.62978606892,220578.00121737848,251653.77338468755,218256.86190021044,250107.0512720783,220345.42928818238,250107.0512720783,222128.61001359418,243602.89531972818,164498.75052502338,171672.62978606892,248508.92111805407,171672.62978606892
2024-12-02,171692.00197784975,221405.0905687941,252597.26123749936,219075.25136363512,251044.83919827535,221171.61865118516,251044.83919827535,222961.39929162458,244516.3835587781,164517.32970310558,171692.00197784975,249440.70912149874,171692.00197784975
2024-12-03,171697.31937511003,222232.1963532103,253540.76783597196,219893.6570872069,251982.64575688436,221997.8244293071,251982.64575688436,223794.20511590436,245429.88994744234,164522.429429133,171697.31937511003,250372.51563814608,171697.31937511003
2024-12-04,171702.63677237032,218923.80608154665,249766.77893340314,216620.06671321398,248231.45678727224,218693.03414705765,248231.45678727224,220463.014911284,241775.90069201402,164527.5291551604,171702.63677237032,246645.32659796206,171702.63677237032
2024-12-05,171707.9541696306,224989.19372393022,256685.76483666623,222621.65448558336,255108.64277569845,224751.82180288804,255108.64277569845,226570.20246850446,248474.88704350404,164532.6288811878,171707.9541696306,253478.51267603366,171707.9541696306
2024-12-06,171713.27156689088,224713.49727345834,256371.26888572896,222348.85799777514,254796.04680029943,224476.42534855378,254796.04680029943,226292.60604249433,248170.39096382074,164537.7286072152,171713.27156689088,253167.91667488543,171713.27156689088
2024-12-09,171732.6437586717,220026.59188343416,251024.76273715222,217711.2526644469,249481.8406888683,219794.6199643947,249481.8406888683,221573.40061532453,242993.88501074724,164556.3077852974,171732.6437586717,247887.71060255496,171732.6437586717
2024-12-10,171737.961155932,224162.1043725146,255742.27698385442,221803.26502215868,254170.8548495014,223925.63243988526,254170.8548495014,225737.41319047406,247561.39880445413,164561.4075113248,171737.961155932,252546.72467258899,171737.961155932
2024-12-11,171743.27855319227,221348.38904259432,252532.57995353188,219019.14626262934,250980.54867564185,221114.97882414336,250980.54867564185,222904.3070040908,244453.75891341054,164566.5072373522,171743.27855319227,249376.82992658525,171743.27855319227
2024-12-12,171748.59595045255,221355.26123437515,252540.41611791545,219025.95626262933,250988.3226482446,221121.85101592419,250988.3226482446,222911.21029176205,244461.3463106708,164571.6069633796,171748.59595045255,249384.57280329757,171748.59595045255
2024-12-13,171753.91334771283,221362.13342615598,252548.252282299,219032.76626262933,250996.09662084733,221128.723207705,250996.09662084733,222918.1135794333,244468.93370793108,164576.706689407,171753.91334771283,249392.3156800099,171753.91334771283
2024-12-16,171773.28553949366,221387.17000149845,252576.8007754497,219057.57626262933,251024.41853865553,221153.75978304748,251024.41853865553,222943.263442447,244496.5758997119,164595.2858674892,171773.28553949366,249420.5243101469,171773.28553949366
2024-12-17,171778.60293675394,221394.04219327928,252584.63693983326,219064.38626262933,251032.22360714868,221160.6319748283,251032.22360714868,222950.16673011825,244504.16329697217,164600.3855935166,171778.60293675394,249428.26718685922,171778.60293675394
2024-12-18,171783.92033401423,221400.9143850601,252592.47310421683,219071.19626262932,251040.02867564184,221167.50416660914,251040.02867564184,222957.0700177895,244511.75069423244,164605.485319544,171783.92033401423,249436.01006357154,171783.92033401423
2024-12-19,171789.2377312745,221407.78657684094,252600.3092686004,219078.00626262932,251047.833744135,221174.37635838997,251047.833744135,222963.97330546073,244519.3380914927,164610.5850455714,171789.2377312745,249443.75294028386,171789.2377312745
2024-12-20,171794.5551285348,221414.65876862177,252608.14543298396,219084.81626262932,251055.63881262814,221181.2485501708,251055.63881262814,222970.87659313198,244526.92548875298,164615.6847715988,171794.5551285348,249451.49581699618,171794.5551285348
2024-12-23,171813.92732031562,221439.69534396424,252636.69392613464,219109.62626262932,251084.07401810758,221206.28512551327,251084.07401810758,222996.0264561457,244554.5676805338,164634.26394968102,171813.92732031562,249479.70444713318,171813.92732031562
2024-12-24,171819.2447175759,221446.56753574507,252644.5300905182,219116.43626262932,251091.87908660073,221213.1573172941,251091.87908660073,223002.92974381693,244562.15507779407,164639.36367570842,171819.2447175759,249487.4473238455,171819.2447175759
2024-12-25,171824.56211483618,221453.4397275259,252652.36625490178,219123.2462626293,251099.68415509388,221220.02950907493,251099.68415509388,223009.86412737856,244569.74247505434,164644.46340173582,171824.56211483618,249495.19020055782,171824.56211483618
2024-12-26,171829.87951209646,221460.31191930673,252660.20241928534,219130.0562626293,251107.48922358704,221226.90170085576,251107.48922358704,223016.7985109402,244577.3298723146,164649.56312776322,171829.87951209646,249502.93307727014,171829.87951209646
2024-12-27,171835.19690935675,221467.18411108755,252668.0385836689,219136.8662626293,251115.2942920802,221233.7738926366,251115.2942920802,223023.73289450182,244584.9172695749,164654.66285379062,171835.19690935675,249510.67595398246,171835.19690935675
2024-12-30,171854.56910113757,221492.22068643002,252696.5870768196,219161.6762626293,251143.72949755963,221258.81046797906,251143.72949755963,223048.99604518677,244612.5594613557,164673.24203187283,171854.56910113757,249538.88458411946,171854.56910113757
2024-12-31,171859.88649839786,221499.09287821085,252704.42324120316,219168.4862626293,251151.53456605278,221265.68265975988,251151.53456605278,223055.9304287484,244620.14685861598,164678.34175790023,171859.88649839786,249546.62746083178,171859.88649839786
2025-01-02,171872.2312929184,221515.0472617725,252722.61556997028,219184.2962626293,251169.6547030391,221281.63704332153,251169.6547030391,223072.0291958717,244637.76165313652,164690.18120995502,171872.2312929184,249564.60321425644,171872.2312929184
2025-01-03,170438.6573536886,219667.13189073117,250614.4350630449,217355.804320953,249074.23053910027,219435.5484492626,249074.23053910027,221210.77965207337,242596.9231274376,163316.06431425156,170438.6573536886,247482.51322307455,170438.6573536886
2025-01-06,172092.7501423849,221799.32259507687,253046.9244581865,219465.59512295495,251492.0199983288,221565.63916276357,251492.0199983288,223358.3702892804,244951.7128613243,164901.55740202012,172092.7501423849,249884.90274944174,172092.7501423849
2025-01-07,173037.95205788745,223017.72506423504,254436.927275102,220671.19756617318,252873.62279822121,222782.84162948988,252873.62279822121,224585.57277627228,246297.31558826065,165807.5592380816,173037.95205788745,251257.70553150045,173037.95205788745
2025-01-08,174455.7478888525,224845.3196901849,256521.92114416824,222479.59224858056,254946.0167043377,224608.63626073263,254946.0167043377,226426.3673634076,248315.7096531639,167166.5552419478,174455.7478888525,253316.89947643148,174455.7478888525
2025-01-09,173274.2490156187,223322.32114263088,254784.42280117737,220972.59368576776,253219.01835133324,223087.1377117481,253219.01835133324,224892.368826344,246633.7112572441,166034.05632198395,173274.2490156187,251600.9011129366,173274.2490156187
2025-01-10,172092.7501423849,221799.32259507687,253046.9244581865,219465.59512295495,251492.0199983288,221565.63916276357,251492.0199983288,223358.3702892804,244951.7128613243,164901.55740202012,172092.7501423849,249884.90274944174,172092.7501423849
2025-01-13,169729.7523959173,218753.32549996884,249571.92777220474,216451.59799732934,248038.02329231988,218522.64206479452,248038.02329231988,220290.3732151532,241587.7160694847,162636.55956209244,169729.7523959173,246452.906022452,169729.7523959173
2025-01-14,172565.35814242496,218741.43520250372,253741.93622295128,216436.7627622241,252182.83169199715,218510.47567942564,252182.83169199715,223971.98067612885,245624.52425029373,165354.56507027688,172565.35814242496,250571.31436862814,172565.35814242496
2025-01-15,173983.15397339,219158.36569847513,253173.4811302197,216853.5999705243,254255.22559811364,218927.37507950666,254255.22559811364,225812.77526326416,247642.918315197,166713.56107414307,173983.15397339,252630.50831355917,173983.15397339
2025-01-16,175637.2467620863,219339.72334748044,253248.73487323002,217034.89542774876,256673.01505734216,219108.73272851197,256673.01505734216,227960.3659004712,249997.7080490837,168299.05416191163,175637.2467620863,255032.89783992636,175637.2467620863
2025-01-17,174692.0589311613,219196.42035722942,253161.3291099491,216891.53024571692,255291.43284489404,218965.42973826095,255291.43284489404,226733.18170018433,248652.12537314987,167393.0658263022,174692.0589311613,253660.11551418173,174692.0589311613
2025-01-20,173983.15397339,217548.93257048333,251898.7523689662,215243.81588362838,254255.22559811364,217317.94195151486,254255.22559811364,225812.77526326416,247642.918315197,166713.56107414307,173983.15397339,252630.50831355917,173983.15397339
2025-01-21,173983.15397339,217385.11283404368,252036.65768360978,215089.37126172404,254255.22559811364,217154.95188302174,254255.22559811364,225812.77526326416,247642.918315197,166713.56107414307,173983.15397339,252630.50831355917,173983.15397339
2025-01-22,170674.95431141986,217207.3057622335,250689.17935685834,214891.70053875702,249419.6260922123,216975.34482246495,249419.6260922123,221517.57570214508,242933.31879642105,163542.56139815392,170674.95431141986,247825.7088045107,170674.95431141986
2025-01-23,174928.35588889255,215333.97182869745,247702.7852342481,213031.36661666507,247490.73244223124,215103.3108900733,247490.73244223124,219753.7455934618,248988.52104213333,162241.22038609066,174928.35588889255,254003.3110956179,174928.35588889255
2025-01-24,175400.94980435504,215906.08747708553,248070.09398261175,213595.14658144064,248462.71258954774,215674.52653216713,248462.71258954774,220650.15186253528,249661.31238010025,162902.72501236477,175400.94980435504,254689.7022584902,175400.94980435504
2025-01-27,177763.94755082263,214151.09844910854,246024.49689368944,211859.95742967672,246443.12521581422,213921.3374929368,246443.12521581422,218857.36307087878,253025.30917193985,161579.7332835821,177763.94755082263,258121.69898547995,177763.94755082263
2025-02-05,174928.35588889255,213761.08022439235,245654.2146846572,211474.33941057272,245994.3042433716,213531.71928691262,245994.3042433716,218458.94445363025,248988.52104213333,161285.7195449499,174928.35588889255,254003.3110956179,174928.35588889255
2025-02-06,174928.35588889255,214346.08431565517,246065.19592394785,212052.7434556777,246667.50895147095,214116.12337397927,246667.50895147095,219056.54863301257,248988.52104213333,161726.72262913265,174928.35588889255,254003.3110956179,174928.35588889255
2025-02-07,174455.7478888525,213703.34291609112,245327.82265259334,211417.25349754462,245928.33566752795,213474.0411963635,245928.33566752795,218399.96357253482,247212.03206072285,161242.19449715363,173668.5367172522,253316.89947643148,174455.7478888525
2025-02-10,173722.34138293107,213727.47319006373,245341.52192153165,211441.15719617475,245936.66918276076,213498.17147033612,245936.66918276076,218424.66028486358,245218.98230289997,161260.43381222212,172200.3207887779,252251.7064470949,173722.34138293107
2025-02-11,173727.72097197216,213734.09661472126,245349.14041468233,211447.71842905146,245944.28767591144,213504.79489499365,245944.28767591144,218431.43918897316,245189.93167484715,161265.44025057828,172205.6692819286,252259.54261147848,173727.72097197216
2025-02-12,173839.0155924074,213846.63507077296,245462.67393922718,211560.19469332232,246057.8212004563,213617.33335104535,246057.8212004563,218544.1331244769,245303.465199392,161376.3617203286,172316.93280647346,252373.2938072562,173839.0155924074
2025-02-13,174308.74535406398,214317.60866804598,245934.64260499337,212031.10609881452,246529.78986622248,214088.30694831838,246529.78986622248,219015.262201202,245775.4027692678,161833.4271738202,172786.60037634923,252845.44904836488,174308.74535406398
2025-02-14,181127.6464462202,222702.24932395035,255551.67664216558,220326.53130258224,256169.1433143741,222464.5894860644,256169.1433143741,227581.15089665624,255386.86472766777,168169.8265263707,179546.48204680337,262732.9465772236,181127.6464462202
2025-02-17,184783.15748571567,227197.7629002195,260710.19222067395,224774.0447338929,261339.6589291221,226955.60304874368,261339.6589291221,232174.16476737233,260542.38029711624,171564.33677765436,183170.49299116983,268036.9625951374,184783.15748571567
2025-02-18,185757.95946120433,228396.56532965714,262085.79500840703,225960.0471373906,262718.46172334015,228153.20547574945,262718.46172334015,233398.96724950048,261917.18308322807,172469.5386120946,184136.8949496354,269451.36546150094,185757.95946120433
2025-02-19,190144.5465624254,233791.14946685845,268275.9768061499,231297.03144396446,268923.04347873986,233542.38962882943,268923.04347873986,238910.55104266378,268103.7648915567,176542.92663427896,188485.68216200723,275816.1467458332,190144.5465624254
2025-02-20,191363.0599260252,235289.66590128953,269995.4956643442,232779.54770291946,270646.5623808032,235039.40604680963,270646.5623808032,240441.56783353063,269822.2837387838,177674.4390437276,189693.69541045083,277584.1661359394,191363.0599260252
2025-02-21,199161.44667863063,244880.04960976655,281000.2769701342,242267.53158534667,281676.9436431056,244620.18977159448,281676.9436431056,250239.95118867132,280820.6650554456,184916.0267421872,197424.8822772111,288899.34691444284,199161.44667863063
2025-02-24,195993.3584153574,240983.96404348427,276529.59353254834,238413.04586495063,277195.86024404824,240728.00419086404,277195.86024404824,246259.36593543264,276352.5816082277,181974.13764092035,194284.0939128007,284302.5639440144,195993.3584153574
2025-02-25,192825.25562643222,237087.86061368996,272058.8895969252,234558.54247177741,272714.7562992698,236835.80076450296,272714.7562992698,242278.76243125173,271884.47767489334,179032.23505112238,191143.2911479081,279705.7598973835,192825.25562643222
